"","Pts","1stD","TotYd","PassY","RushY","TO","Cmp","PA","Sk","SkYds","QBR","RA","Pnt","PntYds","3DConv","3DAtt","4DConv","4DAtt","ToP"
"13719","13","21","317","221","96","","26","37","1","1","94.5","29","4","175","5","13","1","2","34:50"
"14718","33","24","351","230","121","1","27","41","4","36","86.4","34","4","178","8","19","1","2","40:34"
"15718","35","24","404","195","209","1","17","23","0","0","128.0","36","3","134","4","9","1","2","32:40"
"16723","21","15","381","211","170","","17","26","1","6","116.0","34","6","253","6","13","0","0","33:01"
"17723","37","14","371","218","153","1","15","22","3","16","111.6","26","2","80","4","11","1","2","26:25"
"18720","37","27","454","284","170","1","22","35","0","0","95.4","27","2","93","4","8","0","0","31:07"
"19123","38","21","311","142","169","","15","20","4","36","133.7","37","5","218","6","13","0","1","34:14"
"290","19","16","219","150","69","1","24","40","4","25","57.3","25","5","259","8","18","0","0","37:17"
"390","31","21","299","238","61","1","26","45","3","18","85.2","22","7","314","6","16","0","1","31:01"
"490","24","19","354","313","41","2","31","42","1","11","100.6","19","5","213","4","12","1","1","28:52"
"590","23","18","344","200","144","2","17","27","2","13","66.9","24","3","141","2","9","1","1","26:06"
"687","16","15","297","254","43","2","22","35","2","12","60.9","18","6","252","2","13","0","0","25:51"
"786","26","21","442","290","152","3","26","48","0","0","53.3","33","7","319","4","18","1","1","36:44"
"986","29","24","500","340","160","1","21","29","0","0","96.9","34","3","120","6","12","0","0","33:27"
"1082","24","16","309","274","35","2","21","36","1","7","77.8","14","5","215","6","12","0","0","21:21"
"1186","13","18","221","152","69","5","19","44","5","29","20.5","16","6","277","3","14","2","3","26:33"
"1287","17","21","389","219","170","","20","27","5","31","122.3","36","7","277","6","14","0","1","33:13"
"1390","30","23","433","254","179","1","23","42","3","16","70.9","32","8","347","4","16","1","1","36:31"
"1490","17","19","293","159","134","1","16","26","1","7","75.6","39","5","183","6","13","0","0","32:57"
"1590","12","20","310","276","34","2","35","51","5","32","81.8","21","4","178","4","18","1","3","35:58"
"1690","27","20","385","281","104","2","21","44","2","15","81.7","25","6","258","9","17","0","2","28:44"
"1790","20","22","390","277","113","1","27","39","3","22","97.9","21","5","217","4","11","0","0","27:50"
"1890","27","21","503","293","210","5","19","31","2","8","76.4","32","3","134","5","11","0","0","25:28"
"2127","21","21","307","159","148","3","18","26","2","19","66.0","29","3","140","5","10","1","1","27:41"
"3127","34","24","400","266","134","1","22","33","1","0","78.6","31","2","98","5","11","0","0","30:41"
"4127","29","21","355","303","52","1","23","35","2","9","131.0","23","5","231","6","12","0","0","27:54"
"5127","27","22","307","218","89","","19","31","4","20","104.0","32","7","330","3","13","0","0","31:24"
"6127","16","18","267","183","84","1","23","35","6","40","76.3","24","6","290","4","16","4","4","31:08"
"7127","13","16","304","220","84","2","30","50","2","10","77.1","16","5","221","6","15","0","1","26:32"
"886","27","19","347","157","190","","14","25","0","0","88.2","35","6","255","3","11","0","0","30:38"
"9127","27","15","324","267","57","3","20","38","1","9","64.3","25","5","253","5","15","0","1","26:52"
"10127","20","13","299","266","33","2","18","37","2","17","79.3","12","6","267","3","11","0","1","18:32"
"11127","25","24","337","234","103","2","25","40","6","24","74.4","37","3","124","11","19","0","0","39:22"
"13127","27","21","464","340","124","1","20","34","5","28","122.2","38","6","271","9","20","1","1","37:19"
"14127","20","10","206","102","104","","12","24","2","2","61.5","28","11","506","1","13","0","0","25:26"
"15127","10","19","348","330","18","2","36","52","3","20","92.6","9","5","207","3","11","1","2","27:33"
"16127","3","15","309","251","58","3","25","40","4","31","69.9","17","7","325","2","12","0","1","26:24"
"17127","10","14","246","183","63","3","17","43","0","0","43.1","14","7","326","4","15","1","2","21:59"
"18127","24","18","349","206","143","1","17","27","0","0","95.6","40","5","224","5","15","1","3","35:25"
"2225","24","22","321","181","140","2","17","28","4","38","88.5","36","3","144","8","15","0","0","34:13"
"3225","42","26","380","202","178","2","22","32","2","29","112.2","39","3","129","9","15","0","0","33:50"
"4225","16","21","366","255","111","2","24","40","3","4","57.8","23","3","125","6","14","0","2","29:34"
"5225","16","16","298","155","143","","16","26","4","24","91.0","32","6","271","5","16","0","0","32:57"
"7225","10","20","412","366","46","3","31","54","4","28","68.9","17","3","153","5","17","0","2","29:24"
"8127","0","12","251","182","69","3","25","35","5","25","71.4","19","8","349","3","14","0","2","31:04"
"9225","19","23","364","187","177","5","19","36","3","11","42.2","31","4","162","5","13","0","1","31:23"
"10225","23","14","226","191","35","2","19","38","3","17","51.5","19","6","302","3","13","1","1","30:06"
"11225","16","17","339","221","118","2","18","33","0","0","72.9","28","3","95","8","15","0","0","30:17"
"12127","17","20","341","229","112","2","23","42","3","25","68.5","34","5","222","12","21","1","2","35:11"
"13225","14","12","216","160","56","1","20","35","5","30","75.9","17","8","362","5","14","1","1","24:06"
"14225","9","14","270","167","103","3","19","41","3","33","27.2","23","8","340","1","13","0","1","25:38"
"15225","23","17","273","189","84","","19","31","2","11","89.3","35","5","247","7","17","1","1","37:35"
"16225","25","23","462","251","211","1","17","26","2","10","106.4","46","1","52","7","15","1","3","36:51"
"17225","11","18","330","171","159","3","22","38","4","22","58.1","29","6","247","5","17","1","2","30:27"
"18225","24","22","336","226","110","3","21","31","5","28","83.5","29","4","157","5","12","1","2","30:57"
"2324","27","25","470","324","146","3","25","39","1","5","83.7","32","6","267","4","12","0","0","35:08"
"3324","20","20","385","217","168","1","19","35","1","5","61.3","28","4","204","8","16","1","1","27:04"
"4324","14","18","293","173","120","1","22","34","3","19","65.0","24","7","287","6","14","0","1","29:46"
"5324","23","21","385","226","159","1","21","33","4","19","71.0","22","3","123","2","11","2","3","24:58"
"6225","16","26","436","344","92","1","35","51","4","33","92.3","17","8","329","4","14","0","1","31:06"
"7324","20","23","357","297","60","1","25","41","2","25","89.2","17","4","169","3","10","0","1","24:50"
"8225","45","15","309","178","131","1","15","22","2","11","104.0","31","6","261","5","13","0","0","30:49"
"9324","23","22","411","222","189","2","23","34","5","40","93.0","30","4","175","4","12","1","1","32:41"
"10324","17","19","348","273","75","1","26","42","2","17","88.7","20","5","236","5","14","2","2","27:35"
"12225","23","16","325","217","108","","20","33","0","0","80.0","19","5","224","3","10","1","2","22:11"
"13324","24","17","308","184","124","","15","28","2","13","97.9","23","6","282","3","11","0","0","25:00"
"14324","24","16","361","143","218","1","12","21","2","8","93.9","34","6","260","5","13","0","0","28:40"
"15324","14","22","274","171","103","","24","42","2","15","74.6","27","6","287","2","15","5","7","29:19"
"16324","16","22","270","238","32","2","31","48","2","19","59.2","20","3","124","5","14","1","2","32:42"
"17324","14","19","300","200","100","2","23","37","1","2","71.9","24","6","306","6","14","1","2","29:52"
"18324","9","19","370","288","82","4","31","48","1","4","79.2","25","6","252","4","14","1","2","31:48"
"2424","16","18","344","249","95","","21","31","3","19","102.8","23","3","145","6","13","0","0","27:15"
"3424","14","27","372","282","90","1","35","50","2","10","82.2","24","5","200","3","14","3","3","32:59"
"4424","16","20","310","161","149","3","20","29","6","52","68.3","38","3","148","8","15","1","2","35:34"
"5424","24","19","371","303","68","1","22","38","0","0","98.9","16","6","271","4","11","0","0","20:48"
"6324","20","15","350","159","191","2","14","20","3","23","89.4","32","4","184","3","11","0","0","29:36"
"7424","16","11","270","167","103","1","18","28","1","10","65.6","30","8","401","2","14","0","0","29:46"
"8324","6","15","205","134","71","1","21","34","9","79","70.0","21","7","280","1","13","1","3","27:47"
"9424","13","21","279","166","113","","20","32","3","8","75.8","28","7","276","2","12","0","0","30:44"
"10423","24","13","302","175","127","1","12","20","3","18","121.9","20","4","173","3","9","0","0","24:30"
"12324","23","20","394","270","124","1","18","40","2","8","65.6","33","3","105","5","18","4","4","36:43"
"13424","3","9","134","49","85","1","10","25","4","33","31.2","17","8","355","2","11","0","0","24:56"
"14424","23","13","218","134","84","1","18","28","0","0","84.5","25","5","226","7","15","0","0","27:51"
"15424","38","22","391","301","90","1","22","27","1","8","134.7","27","2","86","5","8","0","0","31:25"
"16424","3","15","251","199","52","1","18","40","2","9","49.9","15","4","171","5","14","1","3","26:27"
"17424","27","25","348","198","150","","26","34","0","0","99.9","33","4","189","5","12","1","1","36:08"
"18424","16","16","238","168","70","1","17","28","2","9","89.6","27","5","254","3","12","0","0","27:00"
"2524","14","19","323","216","107","1","22","33","0","0","95.0","26","5","244","3","9","0","1","27:20"
"3524","21","23","319","215","104","2","19","39","7","61","72.1","26","4","169","5","15","0","2","30:31"
"4524","10","13","226","184","42","2","25","39","6","45","62.3","14","6","226","5","14","0","1","26:58"
"5524","37","21","359","242","117","3","19","31","0","0","67.6","32","1","49","6","12","0","0","31:39"
"7523","18","15","299","164","135","2","10","24","2","25","30.6","37","2","77","4","14","0","0","32:31"
"8424","16","24","411","234","177","4","24","40","3","20","55.6","33","3","161","5","14","0","2","33:24"
"9522","31","17","351","243","108","1","26","41","2","5","93.9","16","6","325","5","13","0","0","24:07"
"10521","27","23","405","302","103","1","25","48","1","11","76.9","22","5","225","7","16","0","2","26:33"
"11324","12","20","313","247","66","5","23","47","2","10","36.4","19","4","201","7","15","1","1","23:22"
"12424","20","19","459","270","189","2","18","30","0","0","75.7","33","3","156","4","12","1","2","30:19"
"13523","3","6","112","12","100","3","1","9","1","1","0.0","33","7","332","1","10","0","0","24:14"
"14523","16","19","330","151","179","2","15","28","0","0","63.2","33","3","115","7","13","0","1","30:31"
"15524","32","23","365","269","96","1","21","27","1","11","147.8","30","4","177","3","8","0","0","29:32"
"16524","19","19","255","115","140","1","20","32","3","17","79.6","28","6","291","6","14","0","0","26:10"
"17524","16","23","396","263","133","2","24","47","2","1","50.2","28","3","124","7","17","2","2","33:09"
"18524","31","24","446","324","122","","25","41","2","15","102.1","32","4","168","7","16","0","1","33:20"
"2624","27","24","420","255","165","1","28","36","2","9","114.7","28","2","78","7","15","3","3","35:08"
"3624","23","22","398","302","96","","26","34","3","26","122.4","30","4","180","2","11","2","2","38:52"
"4624","26","23","343","223","120","1","19","25","2","12","102.6","37","3","122","4","11","0","0","35:47"
"5623","7","15","254","148","106","1","19","37","5","30","59.3","17","10","491","3","14","0","0","26:53"
"6424","19","17","374","268","106","1","24","38","2","20","90.7","18","4","176","2","12","3","4","26:58"
"7619","24","25","421","309","112","4","35","49","5","25","82.8","23","4","164","5","14","1","3","34:33"
"8523","14","15","223","182","41","1","23","33","2","5","90.7","14","4","202","5","11","1","1","23:09"
"9616","17","17","273","190","83","1","19","26","4","23","106.2","21","3","135","7","13","0","0","28:10"
"10615","30","23","407","217","190","","19","28","4","32","102.8","41","3","94","8","15","0","0","41:12"
"11424","13","17","308","212","96","1","22","36","1","14","77.5","18","4","212","1","11","0","2","25:02"
"13622","28","23","302","155","147","1","15","25","1","0","74.6","33","3","125","8","11","0","0","29:37"
"14621","9","22","404","250","154","3","22","40","1","7","61.5","31","3","160","4","14","3","6","33:30"
"15624","38","25","358","174","184","","18","25","1","5","117.7","39","3","130","8","12","1","1","32:07"
"16624","10","19","292","159","133","1","18","34","3","27","75.5","34","6","309","7","16","0","1","32:41"
"17624","13","8","158","140","18","","15","22","2","13","85.4","16","5","223","1","10","1","1","23:23"
"18624","13","18","319","236","83","1","19","28","1","10","105.7","27","3","137","3","11","1","4","29:44"
"1934","24","18","364","173","191","1","13","25","1","5","74.2","28","3","145","7","12","0","0","26:56"
"2724","16","20","433","330","103","2","29","42","2","10","100.3","20","1","36","8","15","0","1","33:39"
"3724","16","20","350","201","149","1","14","31","3","18","64.0","31","5","214","3","12","1","1","32:33"
"4724","11","14","261","160","101","","20","33","4","24","72.8","33","10","476","6","19","0","0","34:29"
"5718","23","12","299","214","85","1","17","25","3","23","121.1","20","5","241","3","11","1","2","25:08"
"6524","9","18","375","250","125","2","21","39","4","24","52.3","28","5","229","2","15","1","2","32:39"
"7714","16","13","258","160","98","1","15","28","4","28","82.4","23","7","323","4","14","0","0","28:33"
"8621","9","21","324","219","105","1","24","46","1","6","56.3","28","6","240","5","16","1","3","32:23"
"9712","21","18","331","230","101","1","18","30","3","22","81.3","28","6","306","2","11","2","3","25:56"
"11522","10","18","313","248","65","1","21","42","6","38","66.4","25","9","411","4","17","2","3","33:57"
"12521","16","19","320","226","94","","24","31","3","21","97.0","28","4","187","3","12","0","0","28:57"
"13720","10","14","246","125","121","2","19","35","3","17","71.7","19","7","367","4","14","0","1","22:57"
"14719","9","12","272","184","88","","17","22","2","5","101.3","28","7","288","2","12","0","0","27:31"
"15719","28","17","320","214","106","2","27","44","6","49","84.8","19","7","333","6","17","1","2","29:47"
"16724","24","23","324","156","168","2","21","26","7","41","88.5","34","5","224","4","11","0","0","32:58"
"17724","14","18","323","219","104","4","19","35","6","40","43.3","20","2","100","3","10","1","3","23:25"
"18721","24","21","307","190","117","2","26","38","4","32","77.7","24","5","257","3","12","1","2","33:06"
"19124","31","22","471","266","205","2","13","24","2","17","115.6","36","5","238","5","12","1","1","31:03"
"291","13","16","246","183","63","2","30","43","2","20","83.8","16","6","260","3","12","2","3","27:28"
"391","37","27","448","351","97","1","30","46","1","0","100.9","19","2","118","9","14","0","0","29:33"
"491","27","19","469","314","155","1","20","32","0","0","115.9","30","4","157","6","14","0","0","32:29"
"591","20","16","243","173","70","2","20","33","2","23","82.0","22","5","242","6","13","0","0","26:38"
"688","10","20","288","223","65","3","26","39","4","26","79.3","25","4","207","7","16","1","2","34:09"
"887","37","19","412","282","130","","24","31","1","7","136.8","26","4","152","5","12","0","0","30:49"
"987","34","21","451","333","118","","23","36","0","0","130.9","25","3","135","4","10","0","0","30:38"
"1083","35","24","440","301","139","4","24","44","0","0","96.9","25","7","277","6","14","0","0","27:56"
"1187","14","20","371","287","84","2","29","43","2","15","82.2","19","6","257","7","14","0","0","26:59"
"1288","13","13","216","164","52","","13","25","1","5","72.7","21","5","217","4","11","0","0","23:58"
"1391","24","22","407","323","84","2","24","38","1","7","116.4","30","4","169","8","15","0","1","34:55"
"1491","20","27","361","262","99","3","31","48","4","21","66.5","24","4","158","6","14","0","2","34:28"
"1591","15","8","126","99","27","","12","29","3","36","73.8","23","10","460","3","15","0","0","24:02"
"1691","20","20","372","252","120","2","23","47","3","24","61.7","25","5","217","5","17","1","4","30:31"
"1791","23","14","281","175","106","1","23","38","3","29","69.5","24","8","400","4","15","0","0","33:21"
"1891","17","14","205","157","48","1","21","33","6","37","72.4","16","7","271","3","14","1","1","25:05"
"2128","35","25","486","319","167","","24","38","0","0","98.5","26","4","199","4","11","0","0","30:25"
"3128","28","29","454","299","155","","34","45","1","0","115.0","25","4","211","5","12","1","2","32:45"
"4128","17","17","368","245","123","1","21","35","1","4","78.9","25","7","326","5","13","0","0","29:03"
"5128","28","13","261","199","62","1","25","35","0","0","123.4","19","8","414","3","12","0","0","25:16"
"6128","34","19","389","300","89","1","25","40","3","17","91.7","25","3","139","5","14","1","1","36:18"
"787","10","16","285","221","64","2","22","34","2","4","80.6","17","3","159","4","10","0","2","23:15"
"8128","33","21","344","200","144","","23","37","0","0","85.4","34","5","273","8","18","1","1","33:27"
"9128","30","27","626","498","128","1","40","59","2","15","116.3","24","6","240","7","18","1","1","44:12"
"10128","30","30","397","179","218","","20","31","2","5","79.9","43","4","169","5","14","0","0","41:28"
"12128","27","16","325","295","30","1","21","31","0","0","117.0","20","3","159","4","11","1","2","23:33"
"13128","35","22","366","310","56","2","26","39","1","5","97.2","31","5","239","8","15","0","0","33:37"
"14128","38","24","399","260","139","","19","35","0","0","97.3","32","5","221","5","13","0","0","29:45"
"15128","13","18","244","109","135","","17","41","1","8","49.1","31","8","348","5","18","1","3","31:45"
"16128","19","18","345","200","145","2","19","30","2","13","79.9","29","3","153","4","13","0","0","32:17"
"17128","33","27","463","253","210","","23","34","1","8","118.9","37","5","235","9","15","0","0","36:05"
"18128","6","11","221","164","57","3","20","32","2","7","72.9","16","8","452","2","11","0","1","24:35"
"2226","26","22","359","250","109","","22","32","2","12","112.8","29","3","158","5","12","1","1","31:39"
"3226","45","21","410","230","180","","23","28","0","0","136.6","27","3","166","8","12","0","0","31:02"
"4226","10","7","128","96","32","3","19","31","4","22","49.9","13","7","369","0","11","1","2","21:54"
"5226","10","11","254","230","24","1","21","35","3","19","77.1","15","6","306","2","12","0","3","27:03"
"6226","17","15","245","137","108","1","13","26","3","22","78.5","25","4","197","6","12","0","1","26:17"
"7128","16","15","274","165","109","2","21","30","1","6","66.7","22","4","226","6","12","0","1","27:57"
"8226","31","32","505","417","88","","29","52","0","0","101.2","21","3","146","6","13","1","1","29:24"
"9226","14","23","367","313","54","4","31","49","0","0","71.2","14","4","153","3","10","1","2","24:23"
"10226","27","20","379","295","84","2","21","30","1","5","98.6","27","3","140","8","15","0","0","30:56"
"12226","8","21","344","235","109","2","28","49","1","2","68.0","21","3","137","7","15","2","4","32:23"
"13226","21","21","348","244","104","1","18","24","2","9","134.7","37","6","261","5","13","0","0","35:54"
"14226","24","18","401","282","119","1","22","36","1","5","94.9","29","4","200","6","15","1","3","31:19"
"15226","15","15","268","198","70","3","24","41","3","13","58.8","11","7","286","5","13","1","1","23:20"
"16226","17","19","293","171","122","1","21","38","0","0","84.4","23","4","182","8","15","0","0","27:40"
"17226","10","13","274","137","137","5","15","29","1","3","47.6","33","5","207","3","13","0","2","34:21"
"18226","10","14","336","231","105","2","19","28","2","12","90.0","23","3","136","4","11","0","3","26:40"
"2325","13","20","395","300","95","3","29","40","1","3","62.5","23","4","178","5","11","0","0","31:31"
"3325","19","21","373","281","92","","29","32","1","7","113.7","27","4","189","3","10","0","1","32:56"
"4325","20","25","434","325","109","2","27","39","3","20","81.7","32","3","112","7","13","0","1","38:31"
"5325","45","27","565","426","139","2","35","58","3","11","91.6","29","6","267","5","16","0","1","36:51"
"6325","10","14","289","248","41","2","24","33","3","20","91.5","13","4","197","4","11","1","1","25:20"
"7226","3","15","185","106","79","2","23","31","6","36","78.2","19","3","92","4","12","0","1","28:34"
"9325","28","19","347","244","103","1","21","28","0","0","136.6","19","2","80","4","8","1","2","23:30"
"10325","3","14","242","140","102","","17","24","8","39","85.4","23","6","225","3","12","0","1","31:26"
"11128","6","16","317","203","114","1","24","37","4","40","79.0","22","3","162","5","15","1","3","31:10"
"12325","23","19","325","173","152","","19","31","4","19","97.9","33","8","361","5","15","0","0","36:01"
"13325","17","13","249","182","67","1","16","34","3","12","73.4","19","6","268","3","13","1","2","25:48"
"14325","33","28","442","271","171","3","29","38","3","14","121.7","28","2","61","9","12","0","0","30:46"
"15325","24","20","354","299","55","1","25","34","4","23","119.6","25","4","194","4","12","2","2","32:36"
"16325","16","13","297","229","68","2","21","38","5","34","82.0","16","6","229","3","14","0","0","26:41"
"17325","27","16","273","159","114","","19","26","1","8","88.5","30","5","225","5","13","0","0","30:08"
"18325","3","20","292","165","127","4","24","33","3","20","58.3","29","4","182","4","10","1","1","33:56"
"2425","24","19","357","259","98","","22","26","0","0","121.0","28","3","134","10","14","0","0","32:45"
"3425","10","19","307","178","129","2","23","38","3","20","58.9","19","6","264","6","14","1","1","27:25"
"4425","14","17","302","214","88","1","27","34","4","28","100.2","20","4","217","3","11","2","3","28:28"
"5425","31","21","377","189","188","1","21","31","1","0","105.4","32","5","253","5","12","1","1","33:41"
"6425","24","25","398","229","169","2","25","32","0","0","96.5","39","4","170","6","12","1","1","34:43"
"8325","24","21","484","329","155","2","24","31","0","0","129.6","31","2","106","7","11","0","1","29:36"
"9425","24","15","378","285","93","","18","30","0","0","125.0","23","6","292","5","12","0","0","24:07"
"10424","31","25","450","279","171","","20","31","1","10","114.9","36","2","96","7","13","1","2","32:50"
"11226","26","18","278","200","78","","21","31","3","18","96.2","21","4","170","4","12","1","1","25:50"
"12425","17","20","386","273","113","2","25","29","3","19","103.0","34","5","216","7","15","1","1","35:22"
"13425","3","10","208","140","68","2","19","34","1","7","53.6","22","7","315","5","15","0","1","28:30"
"14425","9","19","332","210","122","3","20","30","2","12","70.1","25","2","77","3","9","1","2","31:41"
"15425","21","22","355","258","97","1","25","34","2","4","114.6","24","5","221","4","10","0","1","30:48"
"16425","16","27","364","236","128","","22","36","4","31","89.6","32","4","167","4","11","0","0","34:12"
"17425","24","19","366","267","99","","26","30","3","24","114.9","29","5","259","7","14","1","1","33:24"
"18425","15","18","477","380","97","1","29","46","2","11","96.3","22","3","124","5","16","1","3","33:00"
"2525","34","23","372","239","133","","22","30","0","0","107.5","31","3","127","6","11","0","0","31:12"
"3525","34","28","377","261","116","1","28","38","3","23","118.4","35","2","78","10","17","2","2","36:18"
"4525","20","22","375","249","126","3","24","32","2","12","117.8","22","3","136","3","9","0","0","25:21"
"5525","23","24","383","297","86","2","32","44","2","14","106.0","23","1","57","8","14","1","2","31:42"
"6525","40","22","490","346","144","1","22","31","1","1","126.5","35","2","106","7","14","2","2","35:18"
"8425","20","19","347","271","76","1","24","36","3","13","95.9","24","3","121","5","13","1","2","31:04"
"9523","16","24","309","100","209","","15","24","2","11","85.4","45","1","56","8","14","2","2","37:43"
"10522","31","16","320","160","160","1","13","23","1","5","107.2","26","4","150","5","10","0","0","25:16"
"11325","37","21","357","154","203","","16","25","0","0","81.1","41","4","174","6","13","0","0","36:38"
"12522","31","25","364","275","89","1","23","31","0","0","119.7","26","2","73","6","9","0","0","27:55"
"13524","6","13","243","203","40","5","25","39","5","37","66.5","14","5","243","3","12","1","2","25:02"
"14524","31","24","440","368","72","2","28","47","2","13","96.8","25","3","129","6","14","0","1","31:01"
"15525","27","26","424","345","79","3","32","46","0","0","87.7","22","1","47","8","12","0","0","31:25"
"16525","27","27","449","276","173","1","20","33","1","3","84.9","41","2","75","5","13","4","4","37:31"
"17525","25","23","418","314","104","1","21","34","3","22","101.8","24","4","168","0","10","1","2","26:59"
"18525","32","22","465","359","106","4","24","38","3","12","89.7","23","4","199","5","13","2","2","26:40"
"2625","33","26","491","409","82","1","34","56","3","26","87.6","21","6","316","7","15","0","1","34:08"
"3625","26","22","425","373","52","","28","37","2","9","125.2","25","4","190","5","13","1","1","34:22"
"4625","31","28","497","357","140","1","26","43","3","29","92.9","35","4","216","8","15","0","1","38:47"
"5624","14","13","213","165","48","1","21","34","4","31","81.1","18","5","256","4","13","1","3","25:18"
"6621","9","16","259","188","71","1","22","35","3","18","64.9","22","4","224","5","14","1","3","27:58"
"7325","34","16","426","340","86","","18","27","2","1","134.4","23","4","228","4","11","0","0","25:27"
"8524","33","23","442","323","119","1","31","34","0","0","113.6","29","2","94","3","9","1","1","32:31"
"10616","16","24","403","286","117","3","30","46","1","10","71.5","20","2","100","4","12","1","1","29:49"
"11425","14","15","299","249","50","2","25","35","2","12","98.4","14","5","250","1","9","1","2","24:34"
"12618","13","13","278","206","72","2","19","27","2","9","89.4","18","4","186","1","7","0","0","22:40"
"13623","36","28","509","366","143","","24","39","3","7","101.0","35","5","243","3","13","0","0","39:02"
"14622","15","22","310","234","76","","28","38","2","15","89.1","16","4","202","2","8","0","0","26:17"
"15625","9","19","290","246","44","5","33","45","4","17","84.1","12","3","150","4","11","1","1","26:25"
"16625","16","20","328","230","98","2","25","38","2","6","79.9","25","4","177","6","13","1","1","33:24"
"17625","17","22","342","182","160","3","20","25","2","19","93.7","40","2","85","6","12","1","1","36:37"
"18625","23","18","326","241","85","2","24","32","2","14","80.3","27","2","104","6","14","2","2","31:03"
"1935","35","24","346","172","174","","21","37","3","18","86.8","34","4","181","8","17","1","1","38:41"
"2725","19","18","320","256","64","3","22","37","6","39","64.7","13","2","106","5","11","1","2","27:28"
"3725","23","20","324","244","80","1","25","39","1","8","98.7","21","3","161","6","11","0","0","29:47"
"4725","22","24","396","300","96","1","27","45","1","7","85.4","19","3","144","1","12","3","3","30:45"
"5719","32","25","385","173","212","","21","34","2","15","74.8","38","4","215","7","14","0","0","34:52"
"6715","29","18","378","223","155","","19","30","2","18","108.1","24","2","104","5","12","1","2","28:53"
"8622","38","25","400","236","164","","21","27","1","5","115.4","27","2","93","4","9","1","1","30:43"
"9617","0","13","183","145","38","1","23","39","4","28","56.0","13","5","229","5","14","2","3","25:09"
"10710","20","16","321","248","73","1","21","36","2","11","97.9","19","4","196","3","12","1","3","27:35"
"11523","20","18","309","232","77","","24","38","2","16","97.7","24","5","294","5","13","1","3","30:59"
"12711","22","20","407","298","109","","23","37","1","9","105.5","24","4","187","3","11","0","0","32:39"
"13721","40","27","576","293","283","2","25","36","1","2","98.5","40","2","91","8","14","1","2","37:35"
"14720","27","21","404","250","154","2","16","30","0","0","89.6","29","4","181","3","10","0","0","29:16"
"15720","16","17","302","137","165","2","11","20","0","0","36.9","38","3","148","5","13","1","1","30:21"
"16725","30","18","308","211","97","1","20","38","3","20","84.4","23","7","324","5","14","1","1","33:16"
"17725","10","13","201","143","58","3","16","30","3","31","37.9","19","5","208","6","12","0","0","27:21"
"18722","34","29","500","365","135","2","23","34","0","0","108.1","32","2","81","4","10","0","1","32:00"
"19125","13","21","279","180","99","2","22","36","6","39","71.5","25","2","122","8","16","0","2","34:13"
"292","31","21","322","189","133","","18","23","0","0","140.5","30","2","97","6","10","1","1","28:08"
"392","27","21","361","234","127","1","25","33","2","15","115.0","29","3","139","4","11","0","0","33:18"
"492","38","26","448","325","123","","24","35","1","8","137.5","32","5","215","4","11","0","1","33:30"
"592","17","18","362","200","162","","22","32","3","24","95.8","33","6","235","5","15","2","2","36:34"
"689","24","14","322","236","86","3","19","30","2","5","82.1","27","4","191","4","13","0","1","26:17"
"788","27","17","370","237","133","","16","29","3","18","105.1","17","4","162","3","9","0","0","22:00"
"988","10","14","140","50","90","","14","22","3","27","67.6","21","5","231","2","8","0","0","26:33"
"1084","29","21","402","331","71","2","25","48","5","38","93.3","19","8","357","3","14","2","3","27:48"
"1188","16","22","372","325","47","","35","61","3","8","83.0","18","9","372","9","19","0","0","29:20"
"1289","30","19","320","196","124","","16","34","2","16","84.9","34","4","152","6","16","0","0","30:22"
"1392","13","23","365","188","177","2","22","43","2","14","61.0","28","5","178","3","11","0","2","28:48"
"1492","27","19","313","246","67","1","24","36","3","27","93.1","24","6","286","3","12","1","1","26:56"
"1592","28","29","435","205","230","","22","35","2","13","97.9","44","6","282","7","14","0","1","37:48"
"1692","30","18","293","190","103","2","22","39","2","14","67.3","28","4","211","4","13","0","0","29:29"
"1792","8","16","178","77","101","4","16","29","9","78","57.7","26","6","268","5","17","2","3","29:44"
"1892","13","19","350","274","76","2","28","44","5","17","79.2","26","4","178","2","15","3","6","35:42"
"2129","27","18","294","199","95","","20","34","1","0","95.1","25","4","184","7","14","1","1","28:37"
"3129","14","20","263","180","83","3","20","36","5","33","66.9","23","5","193","6","13","0","1","29:42"
"4129","34","17","324","201","123","","15","24","2","4","128.6","24","2","83","5","10","0","0","24:53"
"6129","23","23","406","259","147","2","23","45","0","0","65.0","32","4","146","9","19","0","0","36:38"
"7129","16","24","372","294","78","4","31","42","1","0","90.8","24","1","47","7","13","0","1","30:10"
"888","26","32","406","303","103","1","39","56","2","23","100.5","23","1","46","9","16","1","2","39:36"
"9129","32","24","331","223","108","","28","38","3","23","123.0","19","3","163","6","10","0","1","31:17"
"10129","26","25","405","289","116","1","26","43","3","8","94.0","19","4","193","4","12","0","0","29:57"
"11129","25","21","402","333","69","3","32","55","5","46","72.8","13","4","202","4","15","2","4","30:29"
"12129","24","19","424","340","84","2","27","44","2","20","98.7","19","3","138","7","15","1","2","30:23"
"13129","27","25","387","313","74","","30","39","0","0","116.7","28","1","43","10","14","1","1","35:23"
"14129","21","16","309","200","109","1","20","30","1","9","107.6","26","5","215","4","12","1","2","28:29"
"15129","38","18","330","237","93","","18","25","1","9","141.2","30","4","154","4","11","0","1","28:10"
"16129","30","20","451","225","226","","19","31","4","27","83.4","23","4","168","3","10","0","1","32:47"
"17129","38","19","348","308","40","","28","39","4","39","129.0","15","6","259","6","13","0","0","28:59"
